question_ID,compound.name_1,SMILES_1,compound.name_2,SMILES_2,OPTIONS,question_category,prompt.1,prompt.2,answer,other_info
24,hexyl benzoate,CCCCCCOC(=O)C1=CC=CC=C1,heptan-1-ol,CCCCCCCO,{CCCCCCOC(=O)C1=CC=CC=C1;hexyl benzoate};{CCCCCCCO;heptan-1-ol},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCCCCCOC(=O)C1=CC=CC=C1 or CCCCCCCO? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: hexyl benzoate or heptan-1-ol? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCCCCCCO;heptan-1-ol,SMILES_1 PLEASANTNESS=34.164948454;SMILES_2 PLEASANTNESS=50.308510638
25,4-(4-hydroxyphenyl)butan-2-one,CC(=O)CCC1=CC=C(C=C1)O,nonyl acetate,CCCCCCCCCOC(=O)C,{CC(=O)CCC1=CC=C(C=C1)O;4-(4-hydroxyphenyl)butan-2-one};{CCCCCCCCCOC(=O)C;nonyl acetate},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CC(=O)CCC1=CC=C(C=C1)O or CCCCCCCCCOC(=O)C? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 4-(4-hydroxyphenyl)butan-2-one or nonyl acetate? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CC(=O)CCC1=CC=C(C=C1)O;4-(4-hydroxyphenyl)butan-2-one,SMILES_1 PLEASANTNESS=49.357142857;SMILES_2 PLEASANTNESS=36.591836735
26,3-methylbutan-1-ol,CC(C)CCO,"(E)-3,7,11,15-tetramethylhexadec-2-en-1-ol",CC(C)CCCC(C)CCCC(C)CCC/C(=C/CO)/C,"{CC(C)CCO;3-methylbutan-1-ol};{CC(C)CCCC(C)CCCC(C)CCC/C(=C/CO)/C;(E)-3,7,11,15-tetramethylhexadec-2-en-1-ol}",odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CC(C)CCO or CC(C)CCCC(C)CCCC(C)CCC/C(=C/CO)/C? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 3-methylbutan-1-ol or (E)-3,7,11,15-tetramethylhexadec-2-en-1-ol? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CC(C)CCO;3-methylbutan-1-ol,SMILES_1 PLEASANTNESS=51.577777778;SMILES_2 PLEASANTNESS=27.395833333
27,2-ethylhexanoic acid,CCCCC(CC)C(=O)O,butyl formate,CCCCOC=O,{CCCCC(CC)C(=O)O;2-ethylhexanoic acid};{CCCCOC=O;butyl formate},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCCCC(CC)C(=O)O or CCCCOC=O? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 2-ethylhexanoic acid or butyl formate? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCCCOC=O;butyl formate,SMILES_1 PLEASANTNESS=30.155555556;SMILES_2 PLEASANTNESS=45.857142857
28,"4-methoxy-2,5-dimethylfuran-3-one",CC1C(=O)C(=C(O1)C)OC,"1,3-thiazole",C1=CSC=N1,"{CC1C(=O)C(=C(O1)C)OC;4-methoxy-2,5-dimethylfuran-3-one};{C1=CSC=N1;1,3-thiazole}",odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CC1C(=O)C(=C(O1)C)OC or C1=CSC=N1? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 4-methoxy-2,5-dimethylfuran-3-one or 1,3-thiazole? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","C1=CSC=N1;1,3-thiazole",SMILES_1 PLEASANTNESS=25.5625;SMILES_2 PLEASANTNESS=45.103448276
29,2-methylpropyl propanoate,CCC(=O)OCC(C)C,4-methylpentanoic acid,CC(C)CCC(=O)O,{CCC(=O)OCC(C)C;2-methylpropyl propanoate};{CC(C)CCC(=O)O;4-methylpentanoic acid},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCC(=O)OCC(C)C or CC(C)CCC(=O)O? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 2-methylpropyl propanoate or 4-methylpentanoic acid? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCC(=O)OCC(C)C;2-methylpropyl propanoate,SMILES_1 PLEASANTNESS=57.186046512;SMILES_2 PLEASANTNESS=21.571428571
30,3-aminopropanoic acid,C(CN)C(=O)O,benzyl 2-phenylacetate,C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2,{C(CN)C(=O)O;3-aminopropanoic acid};{C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2;benzyl 2-phenylacetate},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: C(CN)C(=O)O or C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 3-aminopropanoic acid or benzyl 2-phenylacetate? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",C(CN)C(=O)O;3-aminopropanoic acid,SMILES_1 PLEASANTNESS=51.351351351;SMILES_2 PLEASANTNESS=30.12195122
31,(E)-5-methylhept-2-en-4-one,CCC(C)C(=O)/C=C/C,"1,4-dithiane-2,5-diol",C1C(SCC(S1)O)O,"{CCC(C)C(=O)/C=C/C;(E)-5-methylhept-2-en-4-one};{C1C(SCC(S1)O)O;1,4-dithiane-2,5-diol}",odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCC(C)C(=O)/C=C/C or C1C(SCC(S1)O)O? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: (E)-5-methylhept-2-en-4-one or 1,4-dithiane-2,5-diol? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCC(C)C(=O)/C=C/C;(E)-5-methylhept-2-en-4-one,SMILES_1 PLEASANTNESS=45.020408163;SMILES_2 PLEASANTNESS=17.734693878
32,2-ethylfuran,CCC1=CC=CO1,(5-methyl-2-propan-2-ylcyclohexyl) 3-methylbutanoate,CC1CCC(C(C1)OC(=O)CC(C)C)C(C)C,{CCC1=CC=CO1;2-ethylfuran};{CC1CCC(C(C1)OC(=O)CC(C)C)C(C)C;(5-methyl-2-propan-2-ylcyclohexyl) 3-methylbutanoate},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCC1=CC=CO1 or CC1CCC(C(C1)OC(=O)CC(C)C)C(C)C? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 2-ethylfuran or (5-methyl-2-propan-2-ylcyclohexyl) 3-methylbutanoate? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CC1CCC(C(C1)OC(=O)CC(C)C)C(C)C;(5-methyl-2-propan-2-ylcyclohexyl) 3-methylbutanoate,SMILES_1 PLEASANTNESS=33.487179487;SMILES_2 PLEASANTNESS=57.631578947
33,2-phenoxyethyl 2-methylpropanoate,CC(C)C(=O)OCCOC1=CC=CC=C1,(2S)-2-aminobutanedioic acid,C([C@@H](C(=O)O)N)C(=O)O,{CC(C)C(=O)OCCOC1=CC=CC=C1;2-phenoxyethyl 2-methylpropanoate};{C([C@@H](C(=O)O)N)C(=O)O;(2S)-2-aminobutanedioic acid},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CC(C)C(=O)OCCOC1=CC=CC=C1 or C([C@@H](C(=O)O)N)C(=O)O? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 2-phenoxyethyl 2-methylpropanoate or (2S)-2-aminobutanedioic acid? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CC(C)C(=O)OCCOC1=CC=CC=C1;2-phenoxyethyl 2-methylpropanoate,SMILES_1 PLEASANTNESS=43.5;SMILES_2 PLEASANTNESS=32.744680851
34,butyl butanoate,CCCCOC(=O)CCC,2-ethyl-4-hydroxy-3-methyl-2H-furan-5-one,CCC1C(=C(C(=O)O1)O)C,{CCCCOC(=O)CCC;butyl butanoate};{CCC1C(=C(C(=O)O1)O)C;2-ethyl-4-hydroxy-3-methyl-2H-furan-5-one},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCCCOC(=O)CCC or CCC1C(=C(C(=O)O1)O)C? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: butyl butanoate or 2-ethyl-4-hydroxy-3-methyl-2H-furan-5-one? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCC1C(=C(C(=O)O1)O)C;2-ethyl-4-hydroxy-3-methyl-2H-furan-5-one,SMILES_1 PLEASANTNESS=36.224489796;SMILES_2 PLEASANTNESS=59.815384615
35,hept-1-en-3-ol,CCCCC(C=C)O,octane,CCCCCCCC,{CCCCC(C=C)O;hept-1-en-3-ol};{CCCCCCCC;octane},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCCCC(C=C)O or CCCCCCCC? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: hept-1-en-3-ol or octane? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCCCCCCC;octane,SMILES_1 PLEASANTNESS=23.958333333;SMILES_2 PLEASANTNESS=54.617021277
